SampleID , xsection , kfactor , filtereff , uncertainty , mh , priority , generator , process , simulation
"161518","0.035188","1.0","1.0","--","190","1","Pythia8","ZH_H->WW->lepjetjet","Full"
"161519","0.0308854","1.0","1.0","--","195","1","Pythia8","ZH_H->WW->lepjetjet","Full"
"161520","0.0275612","1.0","1.0","--","200","1","Pythia8","ZH_H->WW->lepjetjet","Full"
"161521","0.0185564","1.0","1.0","--","220","1","Pythia8","ZH_H->WW->lepjetjet"
"161522","0.0129491","1.0","1.0","--","240","1","Pythia8","ZH_H->WW->lepjetjet"
"161523","0.0092226","1.0","1.0","--","260","1","Pythia8","ZH_H->WW->lepjetjet"
"161524","0.0066916","1.0","1.0","--","280","1","Pythia8","ZH_H->WW->lepjetjet"
"161525","0.0049319","1.0","1.0","--","300","1","Pythia8","ZH_H->WW->lepjetjet"
"161302","0.0089246","1.0","1.0","--","110","1","Pythia8","ttH_H->WWinclusive"
"161303","0.0141986","1.0","1.0","--","115","1","Pythia8","ttH_H->WWinclusive"
"161304","0.0205719","1.0","1.0","--","120","1","Pythia8","ttH_H->WWinclusive"
"161328","0.0262152","1.0","1.0","--","124","1","Pythia8","ttH_H->WWinclusive"
"161305","0.0277995","1.0","1.0","--","125","1","Pythia8","ttH_H->WWinclusive"
"161331","0.0291522","1.0","1.0","--","126","1","Pythia8","ttH_H->WWinclusive"
"161306","0.0348147","1.0","1.0","--","130","1","Pythia8","ttH_H->WWinclusive"
"161307","0.04096","1.0","1.0","--","135","1","Pythia8","ttH_H->WWinclusive"
"161308","0.0458415","1.0","1.0","--","140","1","Pythia8","ttH_H->WWinclusive"
"161990","0.0029182","1.0","0.096","--","125","2","Pythia8","ttH->WW_SS_EF"
"161991","0.0029182","1.0","0.092","--","125","2","Pythia8","ttH->WW_3lep_EF"
"161992","0.0029182","1.0","0.011","--","125","2","Pythia8","ttH->WW_4lep"
"167070","0.0159027","1.0","0.247","--","125","2","Pythia8","WH->WW_2lep_EF"
"167071","0.0093732","1.0","0.196","--","125","2","Pythia8","ZH->WW_2lep_EF"
"167072","0.0093732","1.0","0.011","--","125","2","Pythia8","ZH->WW_4lep"
"161903","0.434921","1.0","0.38669","--","125","2","PowHeg+Pythia8","ggF_H->WW->leplep_tauEF"
"161904","0.567768","1.0","0.38805","--","130","2","PowHeg+Pythia8","ggF_H->WW->leplep_tauEF"
"161913","0.035615","1.0","0.38952","--","125","2","PowHeg+Pythia8","VBF_H->WW->leplep_tauEF"
"161914","0.048061","1.0","0.39007","--","130","2","PowHeg+Pythia8","VBF_H->WW->leplep_tauEF"
"167110","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->leplep_spinCP=0-"
"167111","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->leplep_spinCP=0+"
"167113","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->leplep_spinCP=2+"
"167114","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->leplep_spinCP=2-"
"167115","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->tautau_spinCP=0-"
"167116","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->tautau_spinCP=0+"
"167118","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->tautau_spinCP=2+"
"167119","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->tautau_spinCP=2-"
"167300","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->taulep_spinCP=0-"
"167301","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->taulep_spinCP=0+"
"167303","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->taulep_spinCP=2+"
"167304","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->taulep_spinCP=2-"
"167305","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->leptau_spinCP=0-"
"167306","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_H->WW->leptau_spinCP=0+"
"167308","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->leptau_spinCP=2+"
"167309","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","gg_qq_H->WW->leptau_spinCP=2-"
"169680","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->leplep_spinCP=1+"
"169681","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->tautau_spinCP=1+"
"169682","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->taulep_spinCP=1+"
"169683","0.0966491","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->leptau_spinCP=1+"
"169685","0.193298","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->leplep_spinCP=1-"
"169686","0.0483245","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->tautau_spinCP=1-"
"169687","0.096649","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->taulep_spinCP=1-"
"169688","0.096649","1.0","1.0","--","125","2","JHU+Pythia8","qq_H->WW->leptau_spinCP=1-"
"161220","0.308762","1.0","0.47628","--","120","2","PowHeg+Pythia6","ggF_H->WW->leplep_2l_EF"
"161209","0.434921","1.0","0.49166","--","125","2","PowHeg+Pythia6","ggF_H->WW->leplep_2l_EF"
"161221","0.567768","1.0","0.50437","--","130","2","PowHeg+Pythia6","ggF_H->WW->leplep_2l_EF"
"161222","0.0244079","1.0","0.50594","--","120","2","PowHeg+Pythia6","VBF_H->WW->leplep_2l_EF"
"161219","0.0356152","1.0","0.49494","--","125","2","PowHeg+Pythia6","VBF_H->WW->leplep_2l_EF"
"161223","0.0480615","1.0","0.5155","--","130","2","PowHeg+Pythia6","VBF_H->WW->leplep_2l_EF"
"161200","0.193298","1.0","0.89318","--","125","2","PowHeg+Herwig","ggF_H->WW->leplep"
"161210","0.015829","1.0","0.89814","--","125","2","PowHeg+Herwig","VBF_H->WW->leplep"
"161550","2.4575","1.0","0.123974","--","100","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161551","2.2067","1.0","0.123974","--","105","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161552","1.96365","1.0","0.123974","--","110","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161553","1.7176","1.0","0.123974","--","115","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161554","1.4685","1.0","0.123974","--","120","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161555","1.2179","1.0","0.123974","--","125","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161556","0.9728","1.0","0.123974","--","130","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161557","0.74399","1.0","0.123974","--","135","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161558","0.54278","1.0","0.123974","--","140","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161559","0.37741","1.0","0.123974","--","145","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161560","0.24255","1.0","0.123974","--","150","1","Powheg+Pythia8","ggF_H->tautau->leplep","Full"
"161590","0.1646","1.0","0.123974","--","100","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161591","0.1550","1.0","0.123974","--","105","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161592","0.14382","1.0","0.123974","--","110","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161593","0.13106","1.0","0.123974","--","115","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161594","0.11609","1.0","0.123974","--","120","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161595","0.0997","1.0","0.123974","--","125","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161596","0.08235","1.0","0.123974","--","130","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161597","0.06502","1.0","0.123974","--","135","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161598","0.04889","1.0","0.123974","--","140","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161599","0.03479","1.0","0.123974","--","145","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161600","0.02291","1.0","0.123974","--","150","1","Powheg+Pythia8","VBF_H->tautau->leplep","Full"
"161566","1.2179","1.0","0.456192","--","125","1","Powheg+Pythia8","ggF_H->tautau->lephad","Full"
"161606","0.997","1.0","0.456192","--","125","1","Powheg+Pythia8","VBF_H->tautau->lephad","Full"
"181416","0.434921","1.0","0.49133","--","125","2","PowhegMINLO+Py8","ggF_H->WW->2lep+1j"
"181417","0.434921","1.0","0.49052","--","125","2","PowhegMINLO+Py8","ggF_H->WW->2lep+2j"
"161635","0.0445307","1.0","0.123904","--","125","2","Pythia8","WH_H->tautau->leplep(CTEQ6L1)","Full"
"161646","0.04402512","1.0","0.456192","--","125","2","Pythia8","WH_H->tautau->lephad(CTEQ6L1)","Full"
"161675","0.026247","1.0","0.123904","--","125","2","Pythia8","ZH_H->tautau->leplep(CTEQ6L1)","Full"
"161686",".02491976","1.0","0.456192","--","125","2","Pythia8","ZH_H->tautau->lephad(CTEQ6L1)","Full"
"189886","0.00438","1.12","0.5397","--","125","2","aMC@NLO+Herwig++","bbH_H->WW->2lep_2l_EF(Yb2)","Full"
"189887","0.00033","1.12","0.55722","--","125","2","aMC@NLO+Herwig++","bbH_H->WW->2lep_2l_EF(Ybyt)","Full"
