SampleID , xsection , kfactor , filtereff , uncertainty , mh , priority , generator , process , simulation
146433,7.1032,1.15,1.0,--,-999,2,Alpgen+Herwig,Wgamma+3p,Full
146434,2.1224,1.15,1.0,--,-999,1,Alpgen+Herwig,Wgamma+4p,Full
146435,0.46612,1.15,1.0,--,-999,1,Alpgen+Herwig,Wgamma+5p,Full
146436,229.88,1.15,0.31372,--,-999,1,Alpgen+Herwig,Wgamma+0p_LepPho_EF,Full
146437,59.518,1.15,0.44871,--,-999,1,Alpgen+Herwig,Wgamma+1p_LepPho_EF,Full
146438,21.39,1.15,0.54461,--,-999,1,Alpgen+Herwig,Wgamma+2p_LepPho_EF,Full
146439,7.1203,1.15,0.62974,--,-999,1,Alpgen+Herwig,Wgamma+3p_LepPho_EF,Full
145161,32.26,1.0,1.0,--,-999,2,Sherpa,Zeegamma,Full
145162,32.317,1.0,1.0,--,-999,2,Sherpa,Zmumugamma,Full
161998,54.341,0.84,1.0,--,-999,1,Sherpa,Zmumugamma(M>10GeV),AFII
189532,54.341,0.84,1.0,--,-999,1,Sherpa,Zeegamma(M>10GeV),Full
126854,32.317,1.0,1.0,--,-999,1,Sherpa,Ztautaugamma(M>10GeV),Full
105861,252.89,1.0,0.543,--,-999,2,Powheg+Pythia,ttbar(w/oFullHad),Full
105860,252.89,1.0,0.543,--,-999,2,Powheg+Herwig,ttbar(w/oFullHad),AFII
181087,252.89,1.0,0.105,--,-999,1,Powheg+Pythia,ttbar(dilepton),AFII
181088,252.89,1.0,0.105,--,-999,2,Powheg+Herwig,ttbar(dilepton),AFII
105200,252.89,1.0,0.543,--,-999,2,MC@NLO,ttbar(w/oFullHad),Full
110001,252.89,1.0,0.105,--,-999,2,MC@NLO,ttbar(dilepton),Full
105204,252.89,1.0,0.457,--,-999,2,MC@NLO,ttbar(w/FullHad),Full
117360,9.48,1.0,1.0,--,-999,2,AcerMC,tchan->e,AFII
117361,9.48,1.0,1.0,--,-999,2,AcerMC,tchan->mu,AFII
117362,9.48,1.0,1.0,--,-999,2,AcerMC,tchan->tau,AFII
108343,0.606,1.0,1.0,--,-999,2,MC@NLO,schan->e,AFII
108344,0.606,1.0,1.0,--,-999,2,MC@NLO,schan->mu,AFII
108345,0.606,1.0,1.0,--,-999,2,MC@NLO,schan->tau,AFII
108346,22.37,1.0,1.0,--,-999,2,MC@NLO,Wt,AFII
164440,4.798,1.736,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnlnNp0),Full
164441,5.068,1.736,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnlnNp1),Full
164442,3.255,1.736,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnlnNp2),Full
164443,2.175,1.736,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnlnNp3+),Full
164450,19.186,1.808,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnqqNp0),Full
164451,20.282,1.808,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnqqNp1),Full
164452,13.08,1.808,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnqqNp2),Full
164453,8.700,1.808,1.0,--,-999,2,Alpgen+Herwig,ttbar(lnqqNp3+),Full
116108,1.435,1.794,1.0,--,-999,2,Alpgen+Herwig,ttbbincl,Full
116109,2.713,1.794,1.0,--,-999,2,Alpgen+Herwig,ttccincl,Full
117800,252.89,1.0,0.0467,--,-999,2,Sherpa,ttbar(lep,lep),Full
117801,252.89,1.0,0.0467,--,-999,2,Sherpa,ttbar(lep,leptau),Full
117802,252.89,1.0,0.0117,--,-999,2,Sherpa,ttbar(tau,tau),Full
181380,252.89,1.0,0.0467,--,-999,2,Sherpa,ttbar(lep,lep),Full
181381,252.89,1.0,0.0164,--,-999,2,Sherpa,ttbar(lep,leptau),Full
181382,252.89,1.0,0.0014,--,-999,2,Sherpa,ttbar(leptau,leptau),Full
181383,252.89,1.0,0.2920,--,-999,2,Sherpa,ttbar(lep,had),Full
181384,252.89,1.0,0.0302,--,-999,2,Sherpa,ttbar(lep,hadtau),Full
181385,252.89,1.0,0.0513,--,-999,2,Sherpa,ttbar(had,leptau),Full
181386,252.89,1.0,0.0053,--,-999,2,Sherpa,ttbar(leptau,hadtau),Full
181388,252.89,1.0,0.0946,--,-999,2,Sherpa,ttbar(had,hadtau),Full
181389,252.89,1.0,0.0049,--,-999,2,Sherpa,ttbar(hadtau,hadtau),Full
117047,22.37,1.0,0.1913,--,-999,2,MC@NLO,Wt(dilepton),AFII
169092,252.89,1.0,0.0175,--,-999,2,MC@NLO,ttbar(dilepton_VBFfilter),AFII
117050,252.89,1.0,0.543,--,-999,2,Powheg+Pythia6,ttbar(w/oFullHad),AFII
110101,28.44,1.0,1.0,--,-999,1,AcerMC+Pythia6,tchan->lepton,AFII
110119,1.818,1.0,1.0,--,-999,1,Powheg+Pythia6,schan->lepton,AFII
110140,22.37,1.0,1.0,--,-999,2,Powheg+Pythia6,Wtchan->inclusive,AFII
110141,2.349,1.0,1.0,--,-999,1,Powheg+Pythia6,Wtchan->dilepton(DR),AFII
110143,2.349,1.0,1.0,--,-999,2,Powheg+Pythia6,Wtchan->dilepton(DS),AFII
110145,2.349,1.0,1.0,--,-999,2,Powheg+Herwig,Wtchan->dilepton(DR),AFII
110147,2.349,1.0,1.0,--,-999,2,Powheg+Herwig,Wtchan->dilepton(DS),AFII
119353,0.1041,1.17,1.0,--,-999,2,MadGraph,ttW,Full
119354,0.093317,1.17,1.0,--,-999,2,MadGraph,ttWj,Full
119355,0.067690,1.35,1.0,--,-999,2,MadGraph,ttZ,Full
119356,0.097399,1.35,1.0,--,-999,2,MadGraph,ttZj,Full
147191,0.022536,1.06,1.0,--,-999,2,Sherpa,VBS->WW->lnlnjj,Full
147192,0.013813,1.30,1.0,--,-999,2,Sherpa,VBS->WW->lnln,Full
